"","date","area","cumulative_cases"
"1198","2023-05-13","Orange",723001
"1199","2023-05-14","Orange",723046
"1200","2023-05-15","Orange",723129
"1201","2023-05-16","Orange",723196
"1202","2023-05-17","Orange",723264
"1203","2023-05-18","Orange",723323
"1204","2023-05-19","Orange",723376
"1205","2023-05-20","Orange",723426
"1206","2023-05-21","Orange",723467
"1207","2023-05-22","Orange",723542
"1208","2023-05-23","Orange",723613
"1209","2023-05-24","Orange",723676
"1210","2023-05-25","Orange",723742
"1211","2023-05-26","Orange",723807
"1212","2023-05-27","Orange",723849
"1213","2023-05-28","Orange",723887
"1214","2023-05-29","Orange",723923
"1215","2023-05-30","Orange",724045
"1216","2023-05-31","Orange",724102
"1217","2023-06-01","Orange",724168
"1218","2023-06-02","Orange",724213
"1219","2023-06-03","Orange",724258
"1220","2023-06-04","Orange",724299
"1221","2023-06-05","Orange",724369
"1222","2023-06-06","Orange",724463
"1223","2023-06-07","Orange",724512
"1224","2023-06-08","Orange",724558
"1225","2023-06-09","Orange",724603
"1226","2023-06-10","Orange",724629
"1227","2023-06-11","Orange",724659
"1228","2023-06-12","Orange",724730
"1229","2023-06-13","Orange",724797
"1230","2023-06-14","Orange",724840
"1231","2023-06-15","Orange",724893
"1232","2023-06-16","Orange",724937
"1233","2023-06-17","Orange",724992
"1234","2023-06-18","Orange",725016
"1235","2023-06-19","Orange",725074
"1236","2023-06-20","Orange",725127
"1237","2023-06-21","Orange",725178
"1238","2023-06-22","Orange",725247
"1239","2023-06-23","Orange",725291
"1240","2023-06-24","Orange",725331
"1241","2023-06-25","Orange",725362
"1242","2023-06-26","Orange",725419
"1243","2023-06-27","Orange",725464
"1244","2023-06-28","Orange",725511
"1245","2023-06-29","Orange",725562
"1246","2023-06-30","Orange",725621
"1247","2023-07-01","Orange",725665
"1248","2023-07-02","Orange",725695
"1249","2023-07-03","Orange",725767
"1250","2023-07-04","Orange",725807
"1251","2023-07-05","Orange",725881
"1252","2023-07-06","Orange",725962
"1253","2023-07-07","Orange",726021
"1254","2023-07-08","Orange",726070
"1255","2023-07-09","Orange",726114
"1256","2023-07-10","Orange",726191
"1257","2023-07-11","Orange",726266
"1258","2023-07-12","Orange",726323
"1259","2023-07-13","Orange",726391
"1260","2023-07-14","Orange",726457
"1261","2023-07-15","Orange",726493
"1262","2023-07-16","Orange",726544
"1263","2023-07-17","Orange",726639
"1264","2023-07-18","Orange",726723
"1265","2023-07-19","Orange",726789
"1266","2023-07-20","Orange",726884
"1267","2023-07-21","Orange",726964
"1268","2023-07-22","Orange",727022
"1269","2023-07-23","Orange",727078
"1270","2023-07-24","Orange",727181
"1271","2023-07-25","Orange",727287
"1272","2023-07-26","Orange",727381
"1273","2023-07-27","Orange",727476
"1274","2023-07-28","Orange",727568
"1275","2023-07-29","Orange",727647
"1276","2023-07-30","Orange",727712
"1277","2023-07-31","Orange",727852
"1278","2023-08-01","Orange",727979
"1279","2023-08-02","Orange",728098
"1280","2023-08-03","Orange",728206
"1281","2023-08-04","Orange",728344
"1282","2023-08-05","Orange",728444
"1283","2023-08-06","Orange",728523
"1284","2023-08-07","Orange",728704
"1285","2023-08-08","Orange",728882
"1286","2023-08-09","Orange",729032
"1287","2023-08-10","Orange",729185
"1288","2023-08-11","Orange",729335
"1289","2023-08-12","Orange",729458
"1290","2023-08-13","Orange",729567
"1291","2023-08-14","Orange",729780
"1292","2023-08-15","Orange",729984
"1293","2023-08-16","Orange",730189
"1294","2023-08-17","Orange",730386
"1295","2023-08-18","Orange",730589
"1296","2023-08-19","Orange",730753
"1297","2023-08-20","Orange",730880
"1298","2023-08-21","Orange",731114
"1299","2023-08-22","Orange",731352
"1300","2023-08-23","Orange",731585
"1301","2023-08-24","Orange",731799
"1302","2023-08-25","Orange",731989
"1303","2023-08-26","Orange",732138
"1304","2023-08-27","Orange",732273
"1305","2023-08-28","Orange",732492
"1306","2023-08-29","Orange",732731
"1307","2023-08-30","Orange",732956
"1308","2023-08-31","Orange",733170
"1309","2023-09-01","Orange",733398
"1310","2023-09-02","Orange",733555
"1311","2023-09-03","Orange",733681
"1312","2023-09-04","Orange",733823
"1313","2023-09-05","Orange",734062
"1314","2023-09-06","Orange",734278
"1315","2023-09-07","Orange",734456
"1316","2023-09-08","Orange",734646
"1317","2023-09-09","Orange",734809
"1318","2023-09-10","Orange",734946
"1319","2023-09-11","Orange",735163
"1320","2023-09-12","Orange",735367
"1321","2023-09-13","Orange",735569
"1322","2023-09-14","Orange",735737
"1323","2023-09-15","Orange",735884
"1324","2023-09-16","Orange",736021
"1325","2023-09-17","Orange",736116
"1326","2023-09-18","Orange",736283
"1327","2023-09-19","Orange",736460
"1328","2023-09-20","Orange",736618
"1329","2023-09-21","Orange",736757
"1330","2023-09-22","Orange",736907
"1331","2023-09-23","Orange",737004
"1332","2023-09-24","Orange",737088
"1333","2023-09-25","Orange",737280
"1334","2023-09-26","Orange",737446
"1335","2023-09-27","Orange",737576
"1336","2023-09-28","Orange",737691
"1337","2023-09-29","Orange",737783
"1338","2023-09-30","Orange",737871
"1339","2023-10-01","Orange",737944
"1340","2023-10-02","Orange",738055
"1341","2023-10-03","Orange",738144
"1342","2023-10-04","Orange",738221
"1343","2023-10-05","Orange",738326
"1344","2023-10-06","Orange",738406
"1345","2023-10-07","Orange",738468
"1346","2023-10-08","Orange",738513
"1347","2023-10-09","Orange",738604
"1348","2023-10-10","Orange",738702
"1349","2023-10-11","Orange",738779
"1350","2023-10-12","Orange",738861
"1351","2023-10-13","Orange",738928
"1352","2023-10-14","Orange",738989
"1353","2023-10-15","Orange",739040
"1354","2023-10-16","Orange",739134
"1355","2023-10-17","Orange",739221
"1356","2023-10-18","Orange",739307
"1357","2023-10-19","Orange",739391
"1358","2023-10-20","Orange",739456
"1359","2023-10-21","Orange",739506
"1360","2023-10-22","Orange",739540
"1361","2023-10-23","Orange",739625
"1362","2023-10-24","Orange",739691
"1363","2023-10-25","Orange",739755
"1364","2023-10-26","Orange",739813
"1365","2023-10-27","Orange",739870
"1366","2023-10-28","Orange",739912
"1367","2023-10-29","Orange",739946
"1368","2023-10-30","Orange",740002
"1369","2023-10-31","Orange",740058
"1370","2023-11-01","Orange",740128
"1371","2023-11-02","Orange",740191
"1372","2023-11-03","Orange",740269
"1373","2023-11-04","Orange",740319
"1374","2023-11-05","Orange",740377
"1375","2023-11-06","Orange",740457
"1376","2023-11-07","Orange",740546
"1377","2023-11-08","Orange",740618
"1378","2023-11-09","Orange",740694
"1379","2023-11-10","Orange",740751
"1380","2023-11-11","Orange",740803
"1381","2023-11-12","Orange",740856
"1382","2023-11-13","Orange",740936
"1383","2023-11-14","Orange",741008
"1384","2023-11-15","Orange",741081
"1385","2023-11-16","Orange",741165
"1386","2023-11-17","Orange",741259
"1387","2023-11-18","Orange",741323
"1388","2023-11-19","Orange",741402
"1389","2023-11-20","Orange",741484
"1390","2023-11-21","Orange",741574
"1391","2023-11-22","Orange",741658
"1392","2023-11-23","Orange",741713
"1393","2023-11-24","Orange",741804
"1394","2023-11-25","Orange",741879
"1395","2023-11-26","Orange",741961
"1396","2023-11-27","Orange",742102
"1397","2023-11-28","Orange",742244
"1398","2023-11-29","Orange",742361
"1399","2023-11-30","Orange",742506
"1400","2023-12-01","Orange",742629
"1401","2023-12-02","Orange",742719
"1402","2023-12-03","Orange",742808
"1403","2023-12-04","Orange",742973
"1404","2023-12-05","Orange",743102
"1405","2023-12-06","Orange",743255
"1406","2023-12-07","Orange",743407
"1407","2023-12-08","Orange",743559
"1408","2023-12-09","Orange",743670
"1409","2023-12-10","Orange",743756
"1410","2023-12-11","Orange",743915
"1411","2023-12-12","Orange",744058
"1412","2023-12-13","Orange",744228
"1413","2023-12-14","Orange",744365
"1414","2023-12-15","Orange",744492
"1415","2023-12-16","Orange",744608
"1416","2023-12-17","Orange",744695
"1417","2023-12-18","Orange",744791
"1418","2023-12-19","Orange",744791
"1419","","Orange",744792
